ACCURACY,GRAIN,DELAY,TEXT,TOOL,EXPERIMENT
0.5531914893617021,CORN,0,Content,VADER,3a
0.5896656534954408,CORN,0,Content,VADER,3a
0.5258358662613982,CORN,0,Content,VADER,3a
0.6291793313069909,CORN,0,Content,VADER,3a
0.5653495440729484,CORN,0,Content,VADER,3a
0.5775075987841946,CORN,0,Content,VADER,3a
0.6139817629179332,CORN,0,Content,VADER,3a
0.5927051671732523,CORN,0,Content,VADER,3a
0.5623100303951368,CORN,0,Content,VADER,3a
0.5805471124620061,CORN,0,Content,VADER,3a
0.5896656534954408,CORN,0,Content,VADER,3a
0.5440729483282675,CORN,0,Content,VADER,3a
0.5440729483282675,CORN,0,Content,VADER,3a
0.574468085106383,CORN,0,Content,VADER,3a
0.601823708206687,CORN,0,Content,VADER,3a
0.5927051671732523,CORN,0,Content,VADER,3a
0.5562310030395137,CORN,0,Content,VADER,3a
0.5714285714285714,CORN,0,Content,VADER,3a
0.5866261398176292,CORN,0,Content,VADER,3a
0.6048632218844985,CORN,0,Content,VADER,3a
0.5957446808510638,CORN,0,Content,VADER,3a
0.5592705167173252,CORN,0,Content,VADER,3a
0.541033434650456,CORN,0,Content,VADER,3a
0.5987841945288754,CORN,0,Content,VADER,3a
0.5319148936170213,CORN,0,Content,VADER,3a
0.5987841945288754,CORN,0,Content,VADER,3a
0.60790273556231,CORN,0,Content,VADER,3a
0.5379939209726444,CORN,0,Content,VADER,3a
0.5805471124620061,CORN,0,Content,VADER,3a
0.5683890577507599,CORN,0,Content,VADER,3a
0.547112462006079,CORN,0,Content,VADER,3a
0.601823708206687,CORN,0,Content,VADER,3a
0.5683890577507599,CORN,0,Content,VADER,3a
0.5683890577507599,CORN,0,Content,VADER,3a
0.5866261398176292,CORN,0,Content,VADER,3a
0.5714285714285714,CORN,0,Content,VADER,3a
0.5835866261398176,CORN,0,Content,VADER,3a
0.5927051671732523,CORN,0,Content,VADER,3a
0.5775075987841946,CORN,0,Content,VADER,3a
0.5805471124620061,CORN,0,Content,VADER,3a
0.5714285714285714,CORN,0,Content,VADER,3a
0.5866261398176292,CORN,0,Content,VADER,3a
0.5683890577507599,CORN,0,Content,VADER,3a
0.5319148936170213,CORN,0,Content,VADER,3a
0.6322188449848024,CORN,0,Content,VADER,3a
0.5896656534954408,CORN,0,Content,VADER,3a
0.5714285714285714,CORN,0,Content,VADER,3a
0.5714285714285714,CORN,0,Content,VADER,3a
0.5714285714285714,CORN,0,Content,VADER,3a
0.5440729483282675,CORN,0,Content,VADER,3a
0.5653495440729484,CORN,1,Content,VADER,3a
0.5714285714285714,CORN,1,Content,VADER,3a
0.5501519756838906,CORN,1,Content,VADER,3a
0.547112462006079,CORN,1,Content,VADER,3a
0.5714285714285714,CORN,1,Content,VADER,3a
0.5957446808510638,CORN,1,Content,VADER,3a
0.5653495440729484,CORN,1,Content,VADER,3a
0.547112462006079,CORN,1,Content,VADER,3a
0.5683890577507599,CORN,1,Content,VADER,3a
0.574468085106383,CORN,1,Content,VADER,3a
0.6139817629179332,CORN,1,Content,VADER,3a
0.5927051671732523,CORN,1,Content,VADER,3a
0.541033434650456,CORN,1,Content,VADER,3a
0.5957446808510638,CORN,1,Content,VADER,3a
0.5987841945288754,CORN,1,Content,VADER,3a
0.5562310030395137,CORN,1,Content,VADER,3a
0.5805471124620061,CORN,1,Content,VADER,3a
0.5562310030395137,CORN,1,Content,VADER,3a
0.5805471124620061,CORN,1,Content,VADER,3a
0.5835866261398176,CORN,1,Content,VADER,3a
0.5927051671732523,CORN,1,Content,VADER,3a
0.5562310030395137,CORN,1,Content,VADER,3a
0.5623100303951368,CORN,1,Content,VADER,3a
0.5896656534954408,CORN,1,Content,VADER,3a
0.5683890577507599,CORN,1,Content,VADER,3a
0.5714285714285714,CORN,1,Content,VADER,3a
0.5714285714285714,CORN,1,Content,VADER,3a
0.5349544072948328,CORN,1,Content,VADER,3a
0.60790273556231,CORN,1,Content,VADER,3a
0.541033434650456,CORN,1,Content,VADER,3a
0.5987841945288754,CORN,1,Content,VADER,3a
0.5896656534954408,CORN,1,Content,VADER,3a
0.5562310030395137,CORN,1,Content,VADER,3a
0.5592705167173252,CORN,1,Content,VADER,3a
0.5683890577507599,CORN,1,Content,VADER,3a
0.5775075987841946,CORN,1,Content,VADER,3a
0.5592705167173252,CORN,1,Content,VADER,3a
0.60790273556231,CORN,1,Content,VADER,3a
0.6109422492401215,CORN,1,Content,VADER,3a
0.5896656534954408,CORN,1,Content,VADER,3a
0.5835866261398176,CORN,1,Content,VADER,3a
0.5866261398176292,CORN,1,Content,VADER,3a
0.5501519756838906,CORN,1,Content,VADER,3a
0.5805471124620061,CORN,1,Content,VADER,3a
0.5683890577507599,CORN,1,Content,VADER,3a
0.5866261398176292,CORN,1,Content,VADER,3a
0.5440729483282675,CORN,1,Content,VADER,3a
0.5319148936170213,CORN,1,Content,VADER,3a
0.5896656534954408,CORN,1,Content,VADER,3a
0.60790273556231,CORN,1,Content,VADER,3a
0.5623100303951368,CORN,2,Content,VADER,3a
0.5379939209726444,CORN,2,Content,VADER,3a
0.5623100303951368,CORN,2,Content,VADER,3a
0.5714285714285714,CORN,2,Content,VADER,3a
0.5987841945288754,CORN,2,Content,VADER,3a
0.5866261398176292,CORN,2,Content,VADER,3a
0.5714285714285714,CORN,2,Content,VADER,3a
0.5623100303951368,CORN,2,Content,VADER,3a
0.5258358662613982,CORN,2,Content,VADER,3a
0.5319148936170213,CORN,2,Content,VADER,3a
0.5531914893617021,CORN,2,Content,VADER,3a
0.5835866261398176,CORN,2,Content,VADER,3a
0.5987841945288754,CORN,2,Content,VADER,3a
0.6170212765957447,CORN,2,Content,VADER,3a
0.6170212765957447,CORN,2,Content,VADER,3a
0.5896656534954408,CORN,2,Content,VADER,3a
0.5805471124620061,CORN,2,Content,VADER,3a
0.5440729483282675,CORN,2,Content,VADER,3a
0.5896656534954408,CORN,2,Content,VADER,3a
0.6139817629179332,CORN,2,Content,VADER,3a
0.574468085106383,CORN,2,Content,VADER,3a
0.5957446808510638,CORN,2,Content,VADER,3a
0.574468085106383,CORN,2,Content,VADER,3a
0.5805471124620061,CORN,2,Content,VADER,3a
0.574468085106383,CORN,2,Content,VADER,3a
0.5805471124620061,CORN,2,Content,VADER,3a
0.5866261398176292,CORN,2,Content,VADER,3a
0.5775075987841946,CORN,2,Content,VADER,3a
0.5866261398176292,CORN,2,Content,VADER,3a
0.574468085106383,CORN,2,Content,VADER,3a
0.5835866261398176,CORN,2,Content,VADER,3a
0.601823708206687,CORN,2,Content,VADER,3a
0.5896656534954408,CORN,2,Content,VADER,3a
0.5683890577507599,CORN,2,Content,VADER,3a
0.5592705167173252,CORN,2,Content,VADER,3a
0.5927051671732523,CORN,2,Content,VADER,3a
0.5592705167173252,CORN,2,Content,VADER,3a
0.5896656534954408,CORN,2,Content,VADER,3a
0.5896656534954408,CORN,2,Content,VADER,3a
0.6200607902735562,CORN,2,Content,VADER,3a
0.574468085106383,CORN,2,Content,VADER,3a
0.5379939209726444,CORN,2,Content,VADER,3a
0.5440729483282675,CORN,2,Content,VADER,3a
0.5987841945288754,CORN,2,Content,VADER,3a
0.5623100303951368,CORN,2,Content,VADER,3a
0.5896656534954408,CORN,2,Content,VADER,3a
0.5866261398176292,CORN,2,Content,VADER,3a
0.5805471124620061,CORN,2,Content,VADER,3a
0.5379939209726444,CORN,2,Content,VADER,3a
0.5866261398176292,CORN,2,Content,VADER,3a
0.6097560975609756,CORN,3,Content,VADER,3a
0.5365853658536586,CORN,3,Content,VADER,3a
0.5579268292682927,CORN,3,Content,VADER,3a
0.5823170731707317,CORN,3,Content,VADER,3a
0.6097560975609756,CORN,3,Content,VADER,3a
0.573170731707317,CORN,3,Content,VADER,3a
0.5762195121951219,CORN,3,Content,VADER,3a
0.5884146341463414,CORN,3,Content,VADER,3a
0.551829268292683,CORN,3,Content,VADER,3a
0.5579268292682927,CORN,3,Content,VADER,3a
0.5884146341463414,CORN,3,Content,VADER,3a
0.5548780487804879,CORN,3,Content,VADER,3a
0.5853658536585366,CORN,3,Content,VADER,3a
0.5792682926829268,CORN,3,Content,VADER,3a
0.5823170731707317,CORN,3,Content,VADER,3a
0.5884146341463414,CORN,3,Content,VADER,3a
0.5914634146341463,CORN,3,Content,VADER,3a
0.5945121951219512,CORN,3,Content,VADER,3a
0.5304878048780488,CORN,3,Content,VADER,3a
0.5670731707317073,CORN,3,Content,VADER,3a
0.5914634146341463,CORN,3,Content,VADER,3a
0.5975609756097561,CORN,3,Content,VADER,3a
0.6036585365853658,CORN,3,Content,VADER,3a
0.5792682926829268,CORN,3,Content,VADER,3a
0.5670731707317073,CORN,3,Content,VADER,3a
0.5609756097560976,CORN,3,Content,VADER,3a
0.5335365853658537,CORN,3,Content,VADER,3a
0.5884146341463414,CORN,3,Content,VADER,3a
0.5823170731707317,CORN,3,Content,VADER,3a
0.5426829268292683,CORN,3,Content,VADER,3a
0.5365853658536586,CORN,3,Content,VADER,3a
0.6432926829268293,CORN,3,Content,VADER,3a
0.5762195121951219,CORN,3,Content,VADER,3a
0.5762195121951219,CORN,3,Content,VADER,3a
0.5762195121951219,CORN,3,Content,VADER,3a
0.573170731707317,CORN,3,Content,VADER,3a
0.5792682926829268,CORN,3,Content,VADER,3a
0.6219512195121951,CORN,3,Content,VADER,3a
0.5914634146341463,CORN,3,Content,VADER,3a
0.6036585365853658,CORN,3,Content,VADER,3a
0.5975609756097561,CORN,3,Content,VADER,3a
0.5975609756097561,CORN,3,Content,VADER,3a
0.600609756097561,CORN,3,Content,VADER,3a
0.5274390243902439,CORN,3,Content,VADER,3a
0.5548780487804879,CORN,3,Content,VADER,3a
0.5853658536585366,CORN,3,Content,VADER,3a
0.5670731707317073,CORN,3,Content,VADER,3a
0.5792682926829268,CORN,3,Content,VADER,3a
0.5762195121951219,CORN,3,Content,VADER,3a
0.5670731707317073,CORN,3,Content,VADER,3a
0.5487804878048781,CORN,5,Content,VADER,3a
0.6128048780487805,CORN,5,Content,VADER,3a
0.5762195121951219,CORN,5,Content,VADER,3a
0.5579268292682927,CORN,5,Content,VADER,3a
0.5914634146341463,CORN,5,Content,VADER,3a
0.5975609756097561,CORN,5,Content,VADER,3a
0.5884146341463414,CORN,5,Content,VADER,3a
0.5579268292682927,CORN,5,Content,VADER,3a
0.573170731707317,CORN,5,Content,VADER,3a
0.5914634146341463,CORN,5,Content,VADER,3a
0.551829268292683,CORN,5,Content,VADER,3a
0.5884146341463414,CORN,5,Content,VADER,3a
0.5792682926829268,CORN,5,Content,VADER,3a
0.5365853658536586,CORN,5,Content,VADER,3a
0.6219512195121951,CORN,5,Content,VADER,3a
0.573170731707317,CORN,5,Content,VADER,3a
0.5609756097560976,CORN,5,Content,VADER,3a
0.5945121951219512,CORN,5,Content,VADER,3a
0.5579268292682927,CORN,5,Content,VADER,3a
0.5823170731707317,CORN,5,Content,VADER,3a
0.573170731707317,CORN,5,Content,VADER,3a
0.5640243902439024,CORN,5,Content,VADER,3a
0.5823170731707317,CORN,5,Content,VADER,3a
0.551829268292683,CORN,5,Content,VADER,3a
0.5853658536585366,CORN,5,Content,VADER,3a
0.5579268292682927,CORN,5,Content,VADER,3a
0.5792682926829268,CORN,5,Content,VADER,3a
0.5335365853658537,CORN,5,Content,VADER,3a
0.5914634146341463,CORN,5,Content,VADER,3a
0.5914634146341463,CORN,5,Content,VADER,3a
0.5853658536585366,CORN,5,Content,VADER,3a
0.5457317073170732,CORN,5,Content,VADER,3a
0.5823170731707317,CORN,5,Content,VADER,3a
0.5914634146341463,CORN,5,Content,VADER,3a
0.6097560975609756,CORN,5,Content,VADER,3a
0.5853658536585366,CORN,5,Content,VADER,3a
0.5548780487804879,CORN,5,Content,VADER,3a
0.573170731707317,CORN,5,Content,VADER,3a
0.5396341463414634,CORN,5,Content,VADER,3a
0.5701219512195121,CORN,5,Content,VADER,3a
0.5762195121951219,CORN,5,Content,VADER,3a
0.5548780487804879,CORN,5,Content,VADER,3a
0.6158536585365854,CORN,5,Content,VADER,3a
0.5670731707317073,CORN,5,Content,VADER,3a
0.600609756097561,CORN,5,Content,VADER,3a
0.5792682926829268,CORN,5,Content,VADER,3a
0.573170731707317,CORN,5,Content,VADER,3a
0.5548780487804879,CORN,5,Content,VADER,3a
0.5640243902439024,CORN,5,Content,VADER,3a
0.5853658536585366,CORN,5,Content,VADER,3a
0.5688073394495413,CORN,7,Content,VADER,3a
0.5565749235474006,CORN,7,Content,VADER,3a
0.5718654434250765,CORN,7,Content,VADER,3a
0.5718654434250765,CORN,7,Content,VADER,3a
0.5871559633027523,CORN,7,Content,VADER,3a
0.6024464831804281,CORN,7,Content,VADER,3a
0.5932721712538226,CORN,7,Content,VADER,3a
0.5626911314984709,CORN,7,Content,VADER,3a
0.5688073394495413,CORN,7,Content,VADER,3a
0.5871559633027523,CORN,7,Content,VADER,3a
0.5840978593272171,CORN,7,Content,VADER,3a
0.5504587155963303,CORN,7,Content,VADER,3a
0.5657492354740061,CORN,7,Content,VADER,3a
0.5718654434250765,CORN,7,Content,VADER,3a
0.6116207951070336,CORN,7,Content,VADER,3a
0.5321100917431193,CORN,7,Content,VADER,3a
0.5963302752293578,CORN,7,Content,VADER,3a
0.5749235474006116,CORN,7,Content,VADER,3a
0.5382262996941896,CORN,7,Content,VADER,3a
0.6055045871559633,CORN,7,Content,VADER,3a
