CORN,SOYBEAN,WHEAT,RICE,OAT
0.547112462006079,0.6219512195121951,0.6104294478527608,0.5,0.5238095238095238
0.5075987841945289,0.5548780487804879,0.5736196319018405,0.4902597402597403,0.47619047619047616
0.6200607902735562,0.5975609756097561,0.6073619631901841,0.44805194805194803,0.5714285714285714
0.5714285714285714,0.649390243902439,0.5920245398773006,0.512987012987013,0.42857142857142855
0.5562310030395137,0.6097560975609756,0.588957055214724,0.4383116883116883,0.35714285714285715
0.5562310030395137,0.600609756097561,0.5122699386503068,0.487012987012987,0.42857142857142855
0.5440729483282675,0.5640243902439024,0.4938650306748466,0.4383116883116883,0.4523809523809524
0.5379939209726444,0.6189024390243902,0.5674846625766872,0.4902597402597403,0.38095238095238093
0.541033434650456,0.5914634146341463,0.598159509202454,0.4707792207792208,0.5
0.5531914893617021,0.5548780487804879,0.5797546012269938,0.4902597402597403,0.5238095238095238
0.5653495440729484,0.5884146341463414,0.5613496932515337,0.4902597402597403,0.5
0.541033434650456,0.6676829268292683,0.5429447852760736,0.5,0.40476190476190477
0.6048632218844985,0.625,0.5061349693251533,0.461038961038961,0.5238095238095238
0.5866261398176292,0.6036585365853658,0.549079754601227,0.487012987012987,0.47619047619047616
0.5623100303951368,0.6280487804878049,0.558282208588957,0.4577922077922078,0.6428571428571429
0.601823708206687,0.6310975609756098,0.5736196319018405,0.474025974025974,0.4523809523809524
0.60790273556231,0.6432926829268293,0.5030674846625767,0.4577922077922078,0.5952380952380952
0.5440729483282675,0.6189024390243902,0.5920245398773006,0.487012987012987,0.5952380952380952
0.5775075987841946,0.5609756097560976,0.48773006134969327,0.4577922077922078,0.4523809523809524
0.5775075987841946,0.5914634146341463,0.598159509202454,0.4675324675324675,0.5476190476190477
0.5957446808510638,0.5762195121951219,0.6012269938650306,0.4967532467532468,0.38095238095238093
0.5501519756838906,0.6310975609756098,0.5460122699386503,0.5,0.4523809523809524
0.5775075987841946,0.5640243902439024,0.5214723926380368,0.4935064935064935,0.5
0.5805471124620061,0.6067073170731707,0.5858895705521472,0.4675324675324675,0.42857142857142855
0.5592705167173252,0.5823170731707317,0.5276073619631901,0.45454545454545453,0.5476190476190477
0.5623100303951368,0.6341463414634146,0.5736196319018405,0.45454545454545453,0.5714285714285714
0.5957446808510638,0.5823170731707317,0.5858895705521472,0.42857142857142855,0.4523809523809524
0.5440729483282675,0.5945121951219512,0.6012269938650306,0.4577922077922078,0.40476190476190477
0.5531914893617021,0.6310975609756098,0.5797546012269938,0.4902597402597403,0.5238095238095238
0.574468085106383,0.5884146341463414,0.549079754601227,0.4902597402597403,0.5
0.5379939209726444,0.6219512195121951,0.6073619631901841,0.45454545454545453,0.47619047619047616
0.5319148936170213,0.5884146341463414,0.5368098159509203,0.4772727272727273,0.5714285714285714
0.5319148936170213,0.5762195121951219,0.5644171779141104,0.4967532467532468,0.42857142857142855
0.5957446808510638,0.551829268292683,0.50920245398773,0.5,0.42857142857142855
0.5927051671732523,0.6158536585365854,0.5552147239263804,0.4902597402597403,0.47619047619047616
0.5623100303951368,0.625,0.5552147239263804,0.4772727272727273,0.4523809523809524
0.5714285714285714,0.5213414634146342,0.5766871165644172,0.5,0.5238095238095238
0.5562310030395137,0.6341463414634146,0.549079754601227,0.4577922077922078,0.5476190476190477
0.5714285714285714,0.5762195121951219,0.558282208588957,0.4707792207792208,0.5476190476190477
0.5258358662613982,0.5853658536585366,0.5398773006134969,0.5,0.5
0.5319148936170213,0.5701219512195121,0.5858895705521472,0.45454545454545453,0.4523809523809524
0.5653495440729484,0.625,0.4938650306748466,0.4642857142857143,0.6190476190476191
0.5805471124620061,0.5914634146341463,0.5797546012269938,0.461038961038961,0.5714285714285714
0.5562310030395137,0.6310975609756098,0.598159509202454,0.4935064935064935,0.5714285714285714
0.5714285714285714,0.625,0.5122699386503068,0.4902597402597403,0.5
0.5562310030395137,0.6158536585365854,0.49693251533742333,0.4902597402597403,0.40476190476190477
0.5896656534954408,0.6067073170731707,0.4938650306748466,0.4383116883116883,0.5
0.5927051671732523,0.6432926829268293,0.549079754601227,0.4967532467532468,0.47619047619047616
0.5987841945288754,0.6097560975609756,0.5306748466257669,0.44805194805194803,0.5952380952380952
0.5835866261398176,0.625,0.6134969325153374,0.4675324675324675,0.4523809523809524
